@relation 'UCA Data Mining - LEADS Real Estate 20190830 v4-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R9,11-13,15-16,18,20-weka.filters.unsupervised.attribute.Remove-R4-5-weka.filters.unsupervised.attribute.Remove-R3'

@attribute 'Origen NEW!' {Facebook,Espontaneo,Google,Emblue,E-mailing,Organico,ZonaProp,Referido,Instagram,Broker,Evento,ViaPublica,Medios,Twitter,Infocasas,Linkedin,'Mercado X',MediosGraficos}
@attribute 'Campaña NEW!' {Lead_Ads,Showroom,Search,Telefono,Ads,newsletter,postlink,Posteo,Brochure,Inbox,Post_Ads,#N/A,0,Broker,Propiedad,Facebook,Organic,Adw_Display,'Base Propia',Organico,Directo,Espontaneo,GDN,DM,AdWords,Chat,Envio,E-mailing,Pagina_Web,Banner_Home,Muro,Bing,BasePropia,GDN-Remarketing-Similares,Zonaprop,direct,BLOG,Lead,Google,cpc,Email,Ads_Post,emBlue,'WEB Proyecto',Leads,instagram.com,'Web Institucional',chatboot,altoscargosyrealestate,'Web ZonaProp',Anunciovideo,Lanzamiento,Departamentos,organic,carrousel,NotaRM,Bio,BotonContacto,'campaña 2018',Trafico,Lookalike,Locales,Adw_Search,Intereses,Anunciocarrousel,emailing_emblue,instagram,Ninguno,Post,Display,Referencia,Publinota,Pago,Landing01PB,Emailing,Referido,Rmkt,Cartel,BannerPopUp,Remarketing,Orgánico,Google_Blast,Payment,None,FB_Ads,'Fb _Ads',Fb_post,Publicidad_la_nacion,Prensa,Landing,Mailing,portal}
@attribute 'Vendedor ALIAS' {'Vendedor #1','Vendedor #2','Vendedor #3','Vendedor #4','Vendedor #5','Vendedor #6','Vendedor #8','Vendedor #9','Vendedor #10','Vendedor #11','Vendedor #12','Vendedor #7','Vendedor #13'}
@attribute 'Estado manual' {'Posible comprador','Perfil inadecuado'}
@attribute MES numeric
@attribute 'TC (ARS/USD)' numeric
@attribute 'Variación TC ARS/USD (- 12 SEM)' numeric
@attribute 'Variación TC UYU/USD (- 2 SEM)' numeric
@attribute 'Variación TC UYU/USD (- 12 SEM)' numeric
@attribute 'CLASE new (simplificada a 2 clases)' {'UNQUALIFIED LEAD','QUALIFIED LEAD'}

@data
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #2','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #9','Perfil inadecuado',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #8','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Google,Rmkt,'Vendedor #9','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Google,Landing01PB,'Vendedor #9','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Instagram,Organico,'Vendedor #2','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Google,Ads,'Vendedor #2','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #9','Perfil inadecuado',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Google,Adw_Display,'Vendedor #2','Perfil inadecuado',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Instagram,Ads,'Vendedor #8','Perfil inadecuado',6,25.8,0.2678,-0.0066,-0.0059,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #2','Perfil inadecuado',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Perfil inadecuado',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Facebook,Remarketing,'Vendedor #8','Posible comprador',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Google,Landing01PB,'Vendedor #9','Posible comprador',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Facebook,Post_Ads,'Vendedor #2','Perfil inadecuado',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #9','Posible comprador',6,26,0.2871,-0.0062,-0.013,'UNQUALIFIED LEAD'
Google,BasePropia,'Vendedor #10','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
E-mailing,BasePropia,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Google,BannerPopUp,'Vendedor #2','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Organico,BannerPopUp,'Vendedor #9','Perfil inadecuado',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #9','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Instagram,Ads,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Facebook,Post_Ads,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'QUALIFIED LEAD'
Espontaneo,Telefono,'Vendedor #9','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'QUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Google,Pago,'Vendedor #8','Perfil inadecuado',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Google,Ads,'Vendedor #9','Perfil inadecuado',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #8','Perfil inadecuado',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #9','Perfil inadecuado',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Facebook,Remarketing,'Vendedor #2','Perfil inadecuado',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Emblue,E-mailing,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #9','Perfil inadecuado',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.009,-0.0093,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #12','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Post_Ads,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,Pago,'Vendedor #12','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #2','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #10','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #8','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Instagram,Ads,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
E-mailing,BasePropia,'Vendedor #10','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Emblue,E-mailing,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,0,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Instagram,Post_Ads,'Vendedor #9','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Instagram,Ads,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Post_Ads,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'QUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Instagram,Ads,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #10','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Instagram,Ads,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #10','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #10','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #10','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #10','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #10','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,28.3,0.401,-0.0031,-0.0052,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #8','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Instagram,Ads,'Vendedor #8','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Organico,BannerPopUp,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #10','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #10','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Google,0,'Vendedor #8','Perfil inadecuado',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Google,Adw_Search,'Vendedor #2','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.6,0.3596,-0.0048,-0.0117,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Google,Landing01PB,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #10','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
E-mailing,BasePropia,'Vendedor #2','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Espontaneo,'Web Institucional','Vendedor #2','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #2','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Facebook,Ads,'Vendedor #9','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Google,BannerPopUp,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #9','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #8','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #10','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Infocasas,Propiedad,'Vendedor #12','Perfil inadecuado',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Google,Rmkt,'Vendedor #10','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Google,Rmkt,'Vendedor #9','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
Google,Rmkt,'Vendedor #2','Posible comprador',6,27.7,0.3679,-0.0035,-0.0123,'UNQUALIFIED LEAD'
